"steps"	"date"	"interval"	"newsteps"	"new_weekday"	"new_type"
"71"	NA	2012-10-01	550	39.4528301886792	"Monday"	"weekdays"
"72"	NA	2012-10-01	555	44.4905660377358	"Monday"	"weekdays"
"73"	NA	2012-10-01	600	31.4905660377358	"Monday"	"weekdays"
"74"	NA	2012-10-01	605	49.2641509433962	"Monday"	"weekdays"
"75"	NA	2012-10-01	610	53.7735849056604	"Monday"	"weekdays"
"76"	NA	2012-10-01	615	63.4528301886792	"Monday"	"weekdays"
"77"	NA	2012-10-01	620	49.9622641509434	"Monday"	"weekdays"
"78"	NA	2012-10-01	625	47.0754716981132	"Monday"	"weekdays"
"79"	NA	2012-10-01	630	52.1509433962264	"Monday"	"weekdays"
"80"	NA	2012-10-01	635	39.3396226415094	"Monday"	"weekdays"
"81"	NA	2012-10-01	640	44.0188679245283	"Monday"	"weekdays"
"82"	NA	2012-10-01	645	44.1698113207547	"Monday"	"weekdays"
"83"	NA	2012-10-01	650	37.3584905660377	"Monday"	"weekdays"
"84"	NA	2012-10-01	655	49.0377358490566	"Monday"	"weekdays"
"85"	NA	2012-10-01	700	43.811320754717	"Monday"	"weekdays"
"86"	NA	2012-10-01	705	44.377358490566	"Monday"	"weekdays"
"87"	NA	2012-10-01	710	50.5094339622642	"Monday"	"weekdays"
"88"	NA	2012-10-01	715	54.5094339622642	"Monday"	"weekdays"
"89"	NA	2012-10-01	720	49.9245283018868	"Monday"	"weekdays"
"90"	NA	2012-10-01	725	50.9811320754717	"Monday"	"weekdays"
"91"	NA	2012-10-01	730	55.6792452830189	"Monday"	"weekdays"
"92"	NA	2012-10-01	735	44.3207547169811	"Monday"	"weekdays"
"93"	NA	2012-10-01	740	52.2641509433962	"Monday"	"weekdays"
"94"	NA	2012-10-01	745	69.5471698113208	"Monday"	"weekdays"
"95"	NA	2012-10-01	750	57.8490566037736	"Monday"	"weekdays"
"96"	NA	2012-10-01	755	56.1509433962264	"Monday"	"weekdays"
"97"	NA	2012-10-01	800	73.377358490566	"Monday"	"weekdays"
"98"	NA	2012-10-01	805	68.2075471698113	"Monday"	"weekdays"
"99"	NA	2012-10-01	810	129.433962264151	"Monday"	"weekdays"
"100"	NA	2012-10-01	815	157.528301886792	"Monday"	"weekdays"
"101"	NA	2012-10-01	820	171.150943396226	"Monday"	"weekdays"
"102"	NA	2012-10-01	825	155.396226415094	"Monday"	"weekdays"
"103"	NA	2012-10-01	830	177.301886792453	"Monday"	"weekdays"
"104"	NA	2012-10-01	835	206.169811320755	"Monday"	"weekdays"
"105"	NA	2012-10-01	840	195.924528301887	"Monday"	"weekdays"
"106"	NA	2012-10-01	845	179.566037735849	"Monday"	"weekdays"
"107"	NA	2012-10-01	850	183.396226415094	"Monday"	"weekdays"
"108"	NA	2012-10-01	855	167.018867924528	"Monday"	"weekdays"
"109"	NA	2012-10-01	900	143.452830188679	"Monday"	"weekdays"
"110"	NA	2012-10-01	905	124.037735849057	"Monday"	"weekdays"
"111"	NA	2012-10-01	910	109.11320754717	"Monday"	"weekdays"
"112"	NA	2012-10-01	915	108.11320754717	"Monday"	"weekdays"
"113"	NA	2012-10-01	920	103.716981132075	"Monday"	"weekdays"
"114"	NA	2012-10-01	925	95.9622641509434	"Monday"	"weekdays"
"115"	NA	2012-10-01	930	66.2075471698113	"Monday"	"weekdays"
"116"	NA	2012-10-01	935	45.2264150943396	"Monday"	"weekdays"
"117"	NA	2012-10-01	940	24.7924528301887	"Monday"	"weekdays"
"118"	NA	2012-10-01	945	38.7547169811321	"Monday"	"weekdays"
"119"	NA	2012-10-01	950	34.9811320754717	"Monday"	"weekdays"
"120"	NA	2012-10-01	955	21.0566037735849	"Monday"	"weekdays"
"121"	NA	2012-10-01	1000	40.5660377358491	"Monday"	"weekdays"
"122"	NA	2012-10-01	1005	26.9811320754717	"Monday"	"weekdays"
"123"	NA	2012-10-01	1010	42.4150943396226	"Monday"	"weekdays"
"124"	NA	2012-10-01	1015	52.6603773584906	"Monday"	"weekdays"
"125"	NA	2012-10-01	1020	38.9245283018868	"Monday"	"weekdays"
"126"	NA	2012-10-01	1025	50.7924528301887	"Monday"	"weekdays"
"127"	NA	2012-10-01	1030	44.2830188679245	"Monday"	"weekdays"
"128"	NA	2012-10-01	1035	37.4150943396226	"Monday"	"weekdays"
"129"	NA	2012-10-01	1040	34.6981132075472	"Monday"	"weekdays"
"130"	NA	2012-10-01	1045	28.3396226415094	"Monday"	"weekdays"
"131"	NA	2012-10-01	1050	25.0943396226415	"Monday"	"weekdays"
"132"	NA	2012-10-01	1055	31.9433962264151	"Monday"	"weekdays"
"133"	NA	2012-10-01	1100	31.3584905660377	"Monday"	"weekdays"
"134"	NA	2012-10-01	1105	29.6792452830189	"Monday"	"weekdays"
"135"	NA	2012-10-01	1110	21.3207547169811	"Monday"	"weekdays"
"136"	NA	2012-10-01	1115	25.5471698113208	"Monday"	"weekdays"
"137"	NA	2012-10-01	1120	28.377358490566	"Monday"	"weekdays"
"138"	NA	2012-10-01	1125	26.4716981132075	"Monday"	"weekdays"
"139"	NA	2012-10-01	1130	33.4339622641509	"Monday"	"weekdays"
"140"	NA	2012-10-01	1135	49.9811320754717	"Monday"	"weekdays"
"141"	NA	2012-10-01	1140	42.0377358490566	"Monday"	"weekdays"
"142"	NA	2012-10-01	1145	44.6037735849057	"Monday"	"weekdays"
"143"	NA	2012-10-01	1150	46.0377358490566	"Monday"	"weekdays"
"144"	NA	2012-10-01	1155	59.188679245283	"Monday"	"weekdays"
"145"	NA	2012-10-01	1200	63.8679245283019	"Monday"	"weekdays"
"146"	NA	2012-10-01	1205	87.6981132075472	"Monday"	"weekdays"
"147"	NA	2012-10-01	1210	94.8490566037736	"Monday"	"weekdays"
"148"	NA	2012-10-01	1215	92.7735849056604	"Monday"	"weekdays"
"149"	NA	2012-10-01	1220	63.3962264150943	"Monday"	"weekdays"
"150"	NA	2012-10-01	1225	50.1698113207547	"Monday"	"weekdays"
"151"	NA	2012-10-01	1230	54.4716981132075	"Monday"	"weekdays"
"152"	NA	2012-10-01	1235	32.4150943396226	"Monday"	"weekdays"
"153"	NA	2012-10-01	1240	26.5283018867925	"Monday"	"weekdays"
"154"	NA	2012-10-01	1245	37.7358490566038	"Monday"	"weekdays"
"155"	NA	2012-10-01	1250	45.0566037735849	"Monday"	"weekdays"
"156"	NA	2012-10-01	1255	67.2830188679245	"Monday"	"weekdays"
"157"	NA	2012-10-01	1300	42.3396226415094	"Monday"	"weekdays"
"158"	NA	2012-10-01	1305	39.8867924528302	"Monday"	"weekdays"
"159"	NA	2012-10-01	1310	43.2641509433962	"Monday"	"weekdays"
"160"	NA	2012-10-01	1315	40.9811320754717	"Monday"	"weekdays"
"161"	NA	2012-10-01	1320	46.2452830188679	"Monday"	"weekdays"
"162"	NA	2012-10-01	1325	56.4339622641509	"Monday"	"weekdays"
"163"	NA	2012-10-01	1330	42.7547169811321	"Monday"	"weekdays"
"164"	NA	2012-10-01	1335	25.1320754716981	"Monday"	"weekdays"
"165"	NA	2012-10-01	1340	39.9622641509434	"Monday"	"weekdays"
"166"	NA	2012-10-01	1345	53.5471698113208	"Monday"	"weekdays"
"167"	NA	2012-10-01	1350	47.3207547169811	"Monday"	"weekdays"
"168"	NA	2012-10-01	1355	60.811320754717	"Monday"	"weekdays"
"169"	NA	2012-10-01	1400	55.7547169811321	"Monday"	"weekdays"
"170"	NA	2012-10-01	1405	51.9622641509434	"Monday"	"weekdays"
"171"	NA	2012-10-01	1410	43.5849056603774	"Monday"	"weekdays"
"172"	NA	2012-10-01	1415	48.6981132075472	"Monday"	"weekdays"
"173"	NA	2012-10-01	1420	35.4716981132075	"Monday"	"weekdays"
"174"	NA	2012-10-01	1425	37.5471698113208	"Monday"	"weekdays"
"175"	NA	2012-10-01	1430	41.8490566037736	"Monday"	"weekdays"
"176"	NA	2012-10-01	1435	27.5094339622642	"Monday"	"weekdays"
"177"	NA	2012-10-01	1440	17.1132075471698	"Monday"	"weekdays"
"178"	NA	2012-10-01	1445	26.0754716981132	"Monday"	"weekdays"
"179"	NA	2012-10-01	1450	43.622641509434	"Monday"	"weekdays"
"180"	NA	2012-10-01	1455	43.7735849056604	"Monday"	"weekdays"
"181"	NA	2012-10-01	1500	30.0188679245283	"Monday"	"weekdays"
"182"	NA	2012-10-01	1505	36.0754716981132	"Monday"	"weekdays"
"183"	NA	2012-10-01	1510	35.4905660377358	"Monday"	"weekdays"
"184"	NA	2012-10-01	1515	38.8490566037736	"Monday"	"weekdays"
"185"	NA	2012-10-01	1520	45.9622641509434	"Monday"	"weekdays"
"186"	NA	2012-10-01	1525	47.7547169811321	"Monday"	"weekdays"
"187"	NA	2012-10-01	1530	48.1320754716981	"Monday"	"weekdays"
"188"	NA	2012-10-01	1535	65.3207547169811	"Monday"	"weekdays"
"189"	NA	2012-10-01	1540	82.9056603773585	"Monday"	"weekdays"
"190"	NA	2012-10-01	1545	98.6603773584906	"Monday"	"weekdays"
"191"	NA	2012-10-01	1550	102.11320754717	"Monday"	"weekdays"
"192"	NA	2012-10-01	1555	83.9622641509434	"Monday"	"weekdays"
"193"	NA	2012-10-01	1600	62.1320754716981	"Monday"	"weekdays"
"194"	NA	2012-10-01	1605	64.1320754716981	"Monday"	"weekdays"
"195"	NA	2012-10-01	1610	74.5471698113208	"Monday"	"weekdays"
"196"	NA	2012-10-01	1615	63.1698113207547	"Monday"	"weekdays"
"197"	NA	2012-10-01	1620	56.9056603773585	"Monday"	"weekdays"
"198"	NA	2012-10-01	1625	59.7735849056604	"Monday"	"weekdays"
"199"	NA	2012-10-01	1630	43.8679245283019	"Monday"	"weekdays"
"200"	NA	2012-10-01	1635	38.5660377358491	"Monday"	"weekdays"
"201"	NA	2012-10-01	1640	44.6603773584906	"Monday"	"weekdays"
"202"	NA	2012-10-01	1645	45.4528301886792	"Monday"	"weekdays"
"203"	NA	2012-10-01	1650	46.2075471698113	"Monday"	"weekdays"
"204"	NA	2012-10-01	1655	43.6792452830189	"Monday"	"weekdays"
"205"	NA	2012-10-01	1700	46.622641509434	"Monday"	"weekdays"
"206"	NA	2012-10-01	1705	56.3018867924528	"Monday"	"weekdays"
"207"	NA	2012-10-01	1710	50.7169811320755	"Monday"	"weekdays"
"208"	NA	2012-10-01	1715	61.2264150943396	"Monday"	"weekdays"
"209"	NA	2012-10-01	1720	72.7169811320755	"Monday"	"weekdays"
"210"	NA	2012-10-01	1725	78.9433962264151	"Monday"	"weekdays"
"211"	NA	2012-10-01	1730	68.9433962264151	"Monday"	"weekdays"
"212"	NA	2012-10-01	1735	59.6603773584906	"Monday"	"weekdays"
"213"	NA	2012-10-01	1740	75.0943396226415	"Monday"	"weekdays"
"214"	NA	2012-10-01	1745	56.5094339622642	"Monday"	"weekdays"
"215"	NA	2012-10-01	1750	34.7735849056604	"Monday"	"weekdays"
"216"	NA	2012-10-01	1755	37.4528301886792	"Monday"	"weekdays"
"217"	NA	2012-10-01	1800	40.6792452830189	"Monday"	"weekdays"
"218"	NA	2012-10-01	1805	58.0188679245283	"Monday"	"weekdays"
"219"	NA	2012-10-01	1810	74.6981132075472	"Monday"	"weekdays"
"220"	NA	2012-10-01	1815	85.3207547169811	"Monday"	"weekdays"
"221"	NA	2012-10-01	1820	59.2641509433962	"Monday"	"weekdays"
"222"	NA	2012-10-01	1825	67.7735849056604	"Monday"	"weekdays"
"223"	NA	2012-10-01	1830	77.6981132075472	"Monday"	"weekdays"
"224"	NA	2012-10-01	1835	74.2452830188679	"Monday"	"weekdays"
"225"	NA	2012-10-01	1840	85.3396226415094	"Monday"	"weekdays"
"226"	NA	2012-10-01	1845	99.4528301886792	"Monday"	"weekdays"
"227"	NA	2012-10-01	1850	86.5849056603774	"Monday"	"weekdays"
"228"	NA	2012-10-01	1855	85.6037735849057	"Monday"	"weekdays"
"229"	NA	2012-10-01	1900	84.8679245283019	"Monday"	"weekdays"
"230"	NA	2012-10-01	1905	77.8301886792453	"Monday"	"weekdays"
"231"	NA	2012-10-01	1910	58.0377358490566	"Monday"	"weekdays"
"232"	NA	2012-10-01	1915	53.3584905660377	"Monday"	"weekdays"
"233"	NA	2012-10-01	1920	36.3207547169811	"Monday"	"weekdays"
"234"	NA	2012-10-01	1925	20.7169811320755	"Monday"	"weekdays"
"235"	NA	2012-10-01	1930	27.3962264150943	"Monday"	"weekdays"
"236"	NA	2012-10-01	1935	40.0188679245283	"Monday"	"weekdays"
"237"	NA	2012-10-01	1940	30.2075471698113	"Monday"	"weekdays"
"238"	NA	2012-10-01	1945	25.5471698113208	"Monday"	"weekdays"
"239"	NA	2012-10-01	1950	45.6603773584906	"Monday"	"weekdays"
"240"	NA	2012-10-01	1955	33.5283018867925	"Monday"	"weekdays"
"241"	NA	2012-10-01	2000	19.622641509434	"Monday"	"weekdays"
"242"	NA	2012-10-01	2005	19.0188679245283	"Monday"	"weekdays"
"243"	NA	2012-10-01	2010	19.3396226415094	"Monday"	"weekdays"
"244"	NA	2012-10-01	2015	33.3396226415094	"Monday"	"weekdays"
"245"	NA	2012-10-01	2020	26.811320754717	"Monday"	"weekdays"
"246"	NA	2012-10-01	2025	21.1698113207547	"Monday"	"weekdays"
"247"	NA	2012-10-01	2030	27.3018867924528	"Monday"	"weekdays"
"248"	NA	2012-10-01	2035	21.3396226415094	"Monday"	"weekdays"
"249"	NA	2012-10-01	2040	19.5471698113208	"Monday"	"weekdays"
"250"	NA	2012-10-01	2045	21.3207547169811	"Monday"	"weekdays"
"251"	NA	2012-10-01	2050	32.3018867924528	"Monday"	"weekdays"
"252"	NA	2012-10-01	2055	20.1509433962264	"Monday"	"weekdays"
"253"	NA	2012-10-01	2100	15.9433962264151	"Monday"	"weekdays"
"254"	NA	2012-10-01	2105	17.2264150943396	"Monday"	"weekdays"
"255"	NA	2012-10-01	2110	23.4528301886792	"Monday"	"weekdays"
"256"	NA	2012-10-01	2115	19.2452830188679	"Monday"	"weekdays"
"257"	NA	2012-10-01	2120	12.4528301886792	"Monday"	"weekdays"
"258"	NA	2012-10-01	2125	8.0188679245283	"Monday"	"weekdays"
"259"	NA	2012-10-01	2130	14.6603773584906	"Monday"	"weekdays"
"260"	NA	2012-10-01	2135	16.3018867924528	"Monday"	"weekdays"
"261"	NA	2012-10-01	2140	8.67924528301887	"Monday"	"weekdays"
"262"	NA	2012-10-01	2145	7.79245283018868	"Monday"	"weekdays"
"263"	NA	2012-10-01	2150	8.13207547169811	"Monday"	"weekdays"
"264"	NA	2012-10-01	2155	2.62264150943396	"Monday"	"weekdays"
"265"	NA	2012-10-01	2200	1.45283018867925	"Monday"	"weekdays"
"266"	NA	2012-10-01	2205	3.67924528301887	"Monday"	"weekdays"
"267"	NA	2012-10-01	2210	4.81132075471698	"Monday"	"weekdays"
"268"	NA	2012-10-01	2215	8.50943396226415	"Monday"	"weekdays"
"269"	NA	2012-10-01	2220	7.07547169811321	"Monday"	"weekdays"
"270"	NA	2012-10-01	2225	8.69811320754717	"Monday"	"weekdays"
"271"	NA	2012-10-01	2230	9.75471698113208	"Monday"	"weekdays"
"272"	NA	2012-10-01	2235	2.20754716981132	"Monday"	"weekdays"
"273"	NA	2012-10-01	2240	0.320754716981132	"Monday"	"weekdays"
"274"	NA	2012-10-01	2245	0.113207547169811	"Monday"	"weekdays"
"275"	NA	2012-10-01	2250	1.60377358490566	"Monday"	"weekdays"
"276"	NA	2012-10-01	2255	4.60377358490566	"Monday"	"weekdays"
"277"	NA	2012-10-01	2300	3.30188679245283	"Monday"	"weekdays"
"278"	NA	2012-10-01	2305	2.84905660377358	"Monday"	"weekdays"
"279"	NA	2012-10-01	2310	0	"Monday"	"weekdays"
"280"	NA	2012-10-01	2315	0.830188679245283	"Monday"	"weekdays"
"281"	NA	2012-10-01	2320	0.962264150943396	"Monday"	"weekdays"
"282"	NA	2012-10-01	2325	1.58490566037736	"Monday"	"weekdays"
"283"	NA	2012-10-01	2330	2.60377358490566	"Monday"	"weekdays"
"284"	NA	2012-10-01	2335	4.69811320754717	"Monday"	"weekdays"
"285"	NA	2012-10-01	2340	3.30188679245283	"Monday"	"weekdays"
"286"	NA	2012-10-01	2345	0.641509433962264	"Monday"	"weekdays"
"287"	NA	2012-10-01	2350	0.226415094339623	"Monday"	"weekdays"
"288"	NA	2012-10-01	2355	1.07547169811321	"Monday"	"weekdays"
"289"	0	2012-10-02	0	0	"Tuesday"	"weekdays"
"290"	0	2012-10-02	5	0	"Tuesday"	"weekdays"
"291"	0	2012-10-02	10	0	"Tuesday"	"weekdays"
"292"	0	2012-10-02	15	0	"Tuesday"	"weekdays"
"293"	0	2012-10-02	20	0	"Tuesday"	"weekdays"
"294"	0	2012-10-02	25	0	"Tuesday"	"weekdays"
"295"	0	2012-10-02	30	0	"Tuesday"	"weekdays"
"296"	0	2012-10-02	35	0	"Tuesday"	"weekdays"
"297"	0	2012-10-02	40	0	"Tuesday"	"weekdays"
"298"	0	2012-10-02	45	0	"Tuesday"	"weekdays"
"299"	0	2012-10-02	50	0	"Tuesday"	"weekdays"
"300"	0	2012-10-02	55	0	"Tuesday"	"weekdays"
"301"	0	2012-10-02	100	0	"Tuesday"	"weekdays"
"302"	0	2012-10-02	105	0	"Tuesday"	"weekdays"
"303"	0	2012-10-02	110	0	"Tuesday"	"weekdays"
"304"	0	2012-10-02	115	0	"Tuesday"	"weekdays"
"305"	0	2012-10-02	120	0	"Tuesday"	"weekdays"
"306"	0	2012-10-02	125	0	"Tuesday"	"weekdays"
"307"	0	2012-10-02	130	0	"Tuesday"	"weekdays"
"308"	0	2012-10-02	135	0	"Tuesday"	"weekdays"
"309"	0	2012-10-02	140	0	"Tuesday"	"weekdays"
"310"	0	2012-10-02	145	0	"Tuesday"	"weekdays"
"311"	0	2012-10-02	150	0	"Tuesday"	"weekdays"
"312"	0	2012-10-02	155	0	"Tuesday"	"weekdays"
"313"	0	2012-10-02	200	0	"Tuesday"	"weekdays"
"314"	0	2012-10-02	205	0	"Tuesday"	"weekdays"
"315"	0	2012-10-02	210	0	"Tuesday"	"weekdays"
"316"	0	2012-10-02	215	0	"Tuesday"	"weekdays"
"317"	0	2012-10-02	220	0	"Tuesday"	"weekdays"
"318"	0	2012-10-02	225	0	"Tuesday"	"weekdays"
"319"	0	2012-10-02	230	0	"Tuesday"	"weekdays"
"320"	0	2012-10-02	235	0	"Tuesday"	"weekdays"
"321"	0	2012-10-02	240	0	"Tuesday"	"weekdays"
"322"	0	2012-10-02	245	0	"Tuesday"	"weekdays"
"323"	0	2012-10-02	250	0	"Tuesday"	"weekdays"
"324"	0	2012-10-02	255	0	"Tuesday"	"weekdays"
"325"	0	2012-10-02	300	0	"Tuesday"	"weekdays"
"326"	0	2012-10-02	305	0	"Tuesday"	"weekdays"
"327"	0	2012-10-02	310	0	"Tuesday"	"weekdays"
"328"	0	2012-10-02	315	0	"Tuesday"	"weekdays"
"329"	0	2012-10-02	320	0	"Tuesday"	"weekdays"
"330"	0	2012-10-02	325	0	"Tuesday"	"weekdays"
"331"	0	2012-10-02	330	0	"Tuesday"	"weekdays"
"332"	0	2012-10-02	335	0	"Tuesday"	"weekdays"
"333"	0	2012-10-02	340	0	"Tuesday"	"weekdays"
"334"	0	2012-10-02	345	0	"Tuesday"	"weekdays"
"335"	0	2012-10-02	350	0	"Tuesday"	"weekdays"
"336"	0	2012-10-02	355	0	"Tuesday"	"weekdays"
"337"	0	2012-10-02	400	0	"Tuesday"	"weekdays"
"338"	0	2012-10-02	405	0	"Tuesday"	"weekdays"
"339"	0	2012-10-02	410	0	"Tuesday"	"weekdays"
"340"	0	2012-10-02	415	0	"Tuesday"	"weekdays"
"341"	0	2012-10-02	420	0	"Tuesday"	"weekdays"
"342"	0	2012-10-02	425	0	"Tuesday"	"weekdays"
"343"	0	2012-10-02	430	0	"Tuesday"	"weekdays"
"344"	0	2012-10-02	435	0	"Tuesday"	"weekdays"
"345"	0	2012-10-02	440	0	"Tuesday"	"weekdays"
"346"	0	2012-10-02	445	0	"Tuesday"	"weekdays"
"347"	0	2012-10-02	450	0	"Tuesday"	"weekdays"
"348"	0	2012-10-02	455	0	"Tuesday"	"weekdays"
"349"	0	2012-10-02	500	0	"Tuesday"	"weekdays"
"350"	0	2012-10-02	505	0	"Tuesday"	"weekdays"
"351"	0	2012-10-02	510	0	"Tuesday"	"weekdays"
"352"	0	2012-10-02	515	0	"Tuesday"	"weekdays"
"353"	0	2012-10-02	520	0	"Tuesday"	"weekdays"
"354"	0	2012-10-02	525	0	"Tuesday"	"weekdays"
"355"	0	2012-10-02	530	0	"Tuesday"	"weekdays"
"356"	0	2012-10-02	535	0	"Tuesday"	"weekdays"
"357"	0	2012-10-02	540	0	"Tuesday"	"weekdays"
"358"	0	2012-10-02	545	0	"Tuesday"	"weekdays"
"359"	0	2012-10-02	550	0	"Tuesday"	"weekdays"
"360"	0	2012-10-02	555	0	"Tuesday"	"weekdays"
"361"	0	2012-10-02	600	0	"Tuesday"	"weekdays"
"362"	0	2012-10-02	605	0	"Tuesday"	"weekdays"
"363"	0	2012-10-02	610	0	"Tuesday"	"weekdays"
"364"	0	2012-10-02	615	0	"Tuesday"	"weekdays"
"365"	0	2012-10-02	620	0	"Tuesday"	"weekdays"
"366"	0	2012-10-02	625	0	"Tuesday"	"weekdays"
"367"	0	2012-10-02	630	0	"Tuesday"	"weekdays"
"368"	0	2012-10-02	635	0	"Tuesday"	"weekdays"
"369"	0	2012-10-02	640	0	"Tuesday"	"weekdays"
"370"	0	2012-10-02	645	0	"Tuesday"	"weekdays"
"371"	0	2012-10-02	650	0	"Tuesday"	"weekdays"
"372"	0	2012-10-02	655	0	"Tuesday"	"weekdays"
"373"	0	2012-10-02	700	0	"Tuesday"	"weekdays"
"374"	0	2012-10-02	705	0	"Tuesday"	"weekdays"
"375"	0	2012-10-02	710	0	"Tuesday"	"weekdays"
"376"	0	2012-10-02	715	0	"Tuesday"	"weekdays"
"377"	0	2012-10-02	720	0	"Tuesday"	"weekdays"
"378"	0	2012-10-02	725	0	"Tuesday"	"weekdays"
"379"	0	2012-10-02	730	0	"Tuesday"	"weekdays"
"380"	0	2012-10-02	735	0	"Tuesday"	"weekdays"
"381"	0	2012-10-02	740	0	"Tuesday"	"weekdays"
"382"	0	2012-10-02	745	0	"Tuesday"	"weekdays"
"383"	0	2012-10-02	750	0	"Tuesday"	"weekdays"
"384"	0	2012-10-02	755	0	"Tuesday"	"weekdays"
"385"	0	2012-10-02	800	0	"Tuesday"	"weekdays"
"386"	0	2012-10-02	805	0	"Tuesday"	"weekdays"
"387"	0	2012-10-02	810	0	"Tuesday"	"weekdays"
"388"	0	2012-10-02	815	0	"Tuesday"	"weekdays"
"389"	0	2012-10-02	820	0	"Tuesday"	"weekdays"
